,mi,ha,ar,ab,p,ao,lt,lg,v
53,5.2366,43.0,6.1160000000000005,1.244,570.0,2.28,37.16,-121.9,2.9330000000000003
54,5.5925,13.0,5.757981462409887,1.043254376930999,3188.0,3.283213182286303,34.3,-118.9,2.086
55,2.6176,17.0,5.361344537815127,1.0168067226890756,927.0,3.8949579831932772,36.72,-119.82,0.541
56,2.9375,29.0,5.281124497991968,1.120481927710843,926.0,3.718875502008032,35.04,-120.47,1.4480000000000002
57,5.5634,52.0,5.725746268656716,1.080223880597015,1107.0,2.0652985074626864,37.79,-122.45,5.00001
58,2.0674,14.0,5.2253668763102725,1.2976939203354299,2517.0,2.638364779874214,34.2,-116.38,0.65
59,4.0806,6.0,5.716269841269841,1.0277777777777777,1432.0,2.8412698412698414,36.32,-119.27,1.102
60,3.8333,48.0,5.234200743494424,1.0966542750929371,891.0,3.312267657992565,37.76,-122.5,2.963
61,2.9137,46.0,4.915730337078652,0.9747191011235956,754.0,2.117977528089888,37.66,-120.99,1.06
62,3.6219,29.0,4.698234349919743,1.0176565008025682,1710.0,2.744783306581059,34.11,-117.65,1.766
63,2.5603,32.0,3.5178217821782183,1.0495049504950495,3129.0,3.098019801980198,34.18,-118.38,1.742
64,3.3155,27.0,4.419243986254296,1.2164948453608246,2321.0,2.65864833906071,33.43,-117.62,2.31
65,3.0375,42.0,5.652298850574713,1.0862068965517242,1459.0,4.192528735632184,34.03,-117.73,1.181
66,2.6964,33.0,6.16060606060606,1.1363636363636365,914.0,2.7696969696969695,39.16,-121.57,0.685
67,2.7256,36.0,5.6396103896103895,1.0470779220779218,1679.0,2.7256493506493507,35.34,-119.03,0.7190000000000001
68,5.6932,30.0,4.9975216852540285,0.9838909541511772,1788.0,2.2156133828996283,37.33,-122.0,3.387
69,1.9871,35.0,5.1248073959938365,1.0724191063174109,2511.0,3.869029275808937,38.62,-121.46,0.609
70,4.5795,34.0,4.845622119815668,0.9838709677419356,1355.0,3.1221198156682037,34.04,-118.12,2.353
71,5.7837,23.0,6.607940446650122,1.066997518610422,1499.0,3.7196029776674937,33.79,-118.01,2.58
72,2.275,28.0,4.218553459119497,1.1132075471698113,2047.0,3.2185534591194966,34.02,-117.34,0.8540000000000001
73,3.7045,30.0,4.596928982725529,1.0844529750479843,1214.0,2.3301343570057584,33.94,-117.99,2.123
74,5.7072,21.0,6.284875183553598,0.9882525697503672,2216.0,3.254038179148312,37.53,-122.02,2.422
75,5.103,34.0,5.90625,0.9744318181818182,1379.0,3.9176136363636362,33.84,-117.99,2.07
76,6.939,40.0,7.075794621026895,0.9657701711491442,1063.0,2.599022004889976,34.0,-118.35,3.72
77,2.5101,15.0,4.1480637813211825,1.1753986332574031,1385.0,3.1548974943052386,32.75,-117.08,0.953
78,2.6,43.0,4.734883720930234,1.213953488372093,736.0,3.4232558139534883,34.12,-117.3,0.669
79,7.2096,35.0,6.409948542024014,1.0514579759862779,1305.0,2.2384219554030875,33.83,-118.2,4.9030000000000005
80,3.4291,6.0,4.804157549234137,1.0656455142231946,1982.0,2.168490153172866,38.61,-121.49,1.053
81,3.0083,25.0,3.3438661710037176,1.0353159851301117,3416.0,6.3494423791821575,33.74,-117.88,1.635
82,4.0729,16.0,5.297297297297297,1.0432432432432432,454.0,2.4540540540540543,33.84,-116.51,1.0
83,3.2019,27.0,4.9314775160599575,1.0085653104925054,1447.0,3.0985010706638114,37.02,-121.58,2.036
84,5.4791,35.0,5.595375722543354,0.9913294797687862,1008.0,2.913294797687861,33.86,-118.34,2.859
85,2.1467,15.0,4.321951219512195,0.9951219512195122,576.0,2.8097560975609754,39.6,-121.54,0.841
86,2.2368,7.0,4.4331337325349285,1.093812375249501,1440.0,2.8742514970059885,33.37,-117.26,1.546
87,1.4375,36.0,4.4173228346456686,1.4173228346456692,340.0,2.677165354330709,34.09,-118.33,1.65
88,3.3389,33.0,4.73936170212766,1.047872340425532,1517.0,4.034574468085107,34.03,-117.95,1.579
89,4.976,3.0,6.572016460905348,1.034567901234568,3664.0,3.0156378600823044,38.33,-121.96,1.5830000000000002
90,2.8062,27.0,5.0654450261780095,1.2041884816753927,1456.0,3.81151832460733,34.09,-118.15,1.928
91,2.8913,23.0,5.038674033149171,0.9779005524861878,1146.0,3.165745856353591,36.43,-119.85,0.609
92,4.825,45.0,5.426829268292684,0.8810975609756098,755.0,2.301829268292683,34.11,-118.13,3.511
93,1.7614,21.0,4.0,1.0564516129032258,511.0,4.120967741935484,35.35,-118.98,0.332
94,3.43,46.0,5.438438438438438,1.0120120120120122,796.0,2.3903903903903903,37.63,-122.42,2.929
95,4.1944,8.0,2.9090909090909087,0.8181818181818182,26.0,2.363636363636364,33.63,-117.8,2.708
96,4.3594,17.0,4.721407624633431,1.1114369501466277,670.0,1.9648093841642231,33.85,-118.39,3.49
97,5.2811,36.0,6.217252396166134,1.0862619808306708,828.0,2.6453674121405752,37.7,-122.49,2.877
98,2.3929,52.0,4.471428571428572,1.0678571428571428,844.0,3.0142857142857142,37.8,-122.23,1.119
99,4.6111,23.0,6.106349206349206,0.9650793650793652,1621.0,2.573015873015873,34.15,-117.24,1.284
100,8.283999999999999,5.0,6.264483627204031,0.9773299748110832,1147.0,2.889168765743073,33.67,-117.8,3.025
101,4.945,11.0,6.661971830985914,1.0070422535211268,1331.0,3.124413145539906,38.41,-122.0,2.984
102,5.0227,9.0,6.269565217391304,0.9521739130434784,633.0,2.752173913043478,34.05,-117.15,1.6230000000000002
103,5.2417,36.0,6.0058139534883725,1.1656976744186047,942.0,2.738372093023256,37.11,-122.02,1.964
104,6.2308,2.0,8.801007556675065,1.3738035264483628,5964.0,3.004534005037784,33.87,-117.64,2.579
105,2.4866,26.0,4.671610169491525,1.0127118644067796,1730.0,3.6652542372881363,37.96,-121.25,0.6829999999999999
106,3.8158,14.0,6.306532663316583,1.1419597989949748,2105.0,2.6444723618090453,35.69,-120.9,2.487
107,4.1118,5.0,4.99009900990099,1.295929592959296,2485.0,2.7337733773377337,34.05,-117.8,1.259
108,2.5208,17.0,6.396067415730338,1.3314606741573034,767.0,2.154494382022472,38.45,-120.55,0.991
109,3.4833,15.0,5.746153846153848,0.9769230769230768,997.0,2.556410256410256,33.15,-117.13,1.932
110,4.8264,36.0,5.0592592592592585,0.8296296296296296,719.0,2.662962962962963,34.18,-118.56,2.51
111,3.5417,18.0,3.400383141762452,1.0057471264367817,950.0,1.8199233716475096,34.16,-118.26,1.771
112,2.6546,41.0,3.8271604938271606,0.8209876543209876,642.0,3.962962962962963,33.91,-118.28,1.596
113,4.3424,10.0,5.669135802469135,1.1111111111111112,818.0,2.0197530864197533,33.03,-117.08,1.606
114,3.3661,31.0,5.5864811133200805,1.0298210735586482,1640.0,3.2604373757455267,38.05,-121.98,0.985
115,2.9375,30.0,4.463327370304113,1.0483005366726297,1139.0,2.037567084078712,34.14,-117.87,2.092
116,1.5089,47.0,3.9046153846153846,0.9938461538461538,1628.0,5.0092307692307685,34.01,-118.26,1.158
117,2.6038,18.0,4.269230769230768,1.2230769230769232,1095.0,2.8076923076923075,34.15,-118.13,1.556
118,5.0253,13.0,5.951724137931034,0.9494252873563218,1356.0,3.117241379310345,36.81,-119.68,1.062
119,6.6361,17.0,7.557562076749438,1.0857787810383748,1222.0,2.758465011286681,32.82,-116.75,3.0860000000000003
120,2.4632,35.0,5.5604395604395584,0.9862637362637364,786.0,2.159340659340659,38.61,-121.39,1.569
121,5.2325,16.0,6.492668621700879,1.0923753665689149,1525.0,2.236070381231672,33.63,-117.7,2.8680000000000003
122,3.4531,52.0,5.784090909090909,1.2121212121212122,825.0,3.125,37.77,-122.25,2.088
123,2.6458,10.0,4.360526315789474,0.9447368421052632,958.0,2.5210526315789474,36.71,-119.57,0.848
124,4.5,41.0,4.114558472553699,1.0692124105011929,1621.0,1.9343675417661097,33.77,-118.15,3.398
125,7.5177,5.0,6.800407331975559,1.0295315682281059,2877.0,2.9297352342158858,33.58,-117.69,3.3
126,2.5179,36.0,5.051612903225807,1.135483870967742,1194.0,2.567741935483871,40.69,-124.27,0.79
127,2.9,20.0,4.083333333333333,1.0851063829787233,1607.0,2.8492907801418434,33.86,-117.99,1.761
128,3.9018,35.0,5.651356993736952,1.0041753653444676,1595.0,3.329853862212944,34.16,-117.25,0.915
129,3.2969,18.0,5.5264623955431755,1.0557103064066853,1078.0,3.0027855153203338,36.81,-121.72,2.299
130,2.2672,16.0,5.32518337408313,1.0770171149144254,1629.0,1.9914425427872864,38.03,-121.29,0.911
131,2.0786,27.0,5.789808917197451,1.5031847133757965,396.0,2.522292993630573,37.77,-122.18,0.975
132,2.286,38.0,3.5962732919254656,0.9596273291925466,1051.0,3.263975155279504,34.11,-118.19,1.693
133,5.4544,26.0,6.550819672131148,0.9868852459016394,874.0,2.865573770491803,32.81,-117.02,1.809
134,2.2083,52.0,4.107438016528927,1.0909090909090908,547.0,4.5206611570247945,34.03,-118.21,1.463
135,5.8324,17.0,6.457960644007156,1.0608228980322003,1734.0,3.1019677996422184,36.9,-121.29,3.742
136,5.5148,15.0,5.706783369803063,1.0021881838074398,1531.0,3.350109409190372,36.89,-121.66,2.535
137,1.9559,36.0,5.626315789473685,1.2,567.0,2.9842105263157896,38.8,-121.72,0.784
138,3.8594,52.0,4.962962962962963,1.0317460317460319,393.0,2.0793650793650795,37.86,-122.28,1.964
139,3.4545,36.0,4.891791044776119,0.9664179104477612,648.0,2.417910447761194,38.44,-122.68,1.612
140,3.4375,52.0,3.125,1.05,99.0,2.475,34.11,-118.25,1.7
141,3.0465,32.0,4.064766839378239,1.0932642487046629,835.0,2.1632124352331608,33.87,-117.89,1.489
142,4.2198,20.0,5.8847203274215545,1.034106412005457,4071.0,2.776944065484311,38.56,-121.71,1.641
143,3.7143,47.0,4.831325301204818,0.944578313253012,1134.0,2.732530120481928,33.96,-118.31,1.403
144,2.0329,52.0,3.5843373493975905,1.2048192771084338,1270.0,3.8253012048192767,37.76,-122.42,2.25
145,3.5186,4.0,4.555873925501434,1.1346704871060171,3359.0,2.4061604584527214,34.1,-117.58,1.278
146,7.7261,32.0,7.06831119544592,1.079696394686907,1304.0,2.47438330170778,34.47,-119.7,5.00001
147,4.3702,7.0,7.409893992932862,1.1890459363957595,1355.0,2.393992932862191,39.24,-121.21,2.261
148,6.3654,26.0,7.3610648918469215,1.0249584026622296,1839.0,3.059900166389351,34.45,-119.84,3.312
149,4.8092,23.0,5.645061728395063,1.0679012345679009,1277.0,3.9413580246913575,37.32,-121.8,2.174
150,7.5197,42.0,4.24,0.72,40.0,1.6,38.22,-122.28,2.75
151,3.0078,25.0,4.912126537785589,1.047451669595782,1650.0,2.899824253075572,34.17,-117.31,0.871
152,5.0362,27.0,6.4809160305343525,1.045801526717557,373.0,2.8473282442748094,37.98,-121.23,1.813
153,2.7159,32.0,5.33130081300813,1.0731707317073171,1570.0,3.1910569105691056,36.81,-119.7,0.68
154,2.6221,18.0,4.679197994987469,1.0676691729323309,871.0,2.182957393483709,33.64,-117.94,2.72
155,1.3922,23.0,5.0762463343108495,1.064516129032258,1210.0,3.5483870967741935,36.7,-119.79,0.495
156,5.2971,34.0,6.386430678466077,1.047197640117994,776.0,2.2890855457227137,37.37,-122.09,4.421
157,4.6094,52.0,6.185542168674699,1.0506024096385542,1119.0,2.6963855421686747,37.76,-122.24,2.293
158,3.6602,18.0,5.455840455840455,1.0683760683760684,2767.0,3.9415954415954415,34.08,-117.46,1.207
159,2.6607,16.0,6.1514683153013925,1.054095826893354,3174.0,4.905718701700153,32.82,-117.11,1.75
160,4.2891,24.0,6.082191780821918,1.126027397260274,894.0,2.4493150684931506,38.42,-122.55,2.117
161,2.4886,8.0,4.379310344827586,1.1724137931034482,728.0,4.183908045977011,34.05,-118.2,1.375
162,5.5111,9.0,6.5366568914956025,1.0410557184750733,788.0,2.3108504398826986,38.77,-120.93,1.963
163,4.7813,5.0,5.7039947609692225,1.0569744597249509,4372.0,2.8631303208906362,32.75,-116.91,2.4090000000000003
164,1.9026,28.0,3.170967741935484,1.078494623655914,4551.0,4.893548387096773,33.92,-118.21,1.319
165,4.8405,17.0,6.0326797385620905,1.130718954248366,5467.0,2.74861739567622,37.43,-122.43,3.543
166,10.7582,25.0,8.715,1.06,604.0,3.02,37.25,-121.99,5.00001
167,5.0782,52.0,4.85377358490566,0.9669811320754716,461.0,2.1745283018867925,37.73,-122.43,3.108
168,2.9143,27.0,5.334500875656743,1.0595446584938704,1407.0,2.4640980735551663,40.77,-124.14,0.996
169,4.652,44.0,6.0791556728232194,1.0131926121372032,986.0,2.6015831134564644,37.6,-122.39,3.871
170,4.7275,26.0,5.367901234567902,1.0049382716049382,2347.0,2.8975308641975315,37.3,-121.94,2.93
171,4.025,34.0,5.152985074626866,0.9888059701492538,1020.0,3.8059701492537314,34.04,-117.96,1.469
172,4.6182,42.0,5.8583877995642695,1.1111111111111112,1023.0,2.2287581699346406,36.59,-121.9,3.01
173,2.8824,39.0,5.2239747634069404,1.0504731861198735,866.0,2.7318611987381702,35.12,-120.57,1.952
174,6.0661,24.0,6.329787234042553,0.9817629179331308,2194.0,3.3343465045592704,34.27,-119.17,2.3480000000000003
175,3.8257,13.0,5.5840266222961725,0.9800332778702164,1458.0,2.4259567387687198,36.97,-120.08,0.942
176,5.3727,33.0,4.977624784853701,1.0619621342512908,1250.0,2.1514629948364887,37.41,-122.12,3.609
177,4.2679,36.0,5.373134328358209,1.0,719.0,3.577114427860697,33.91,-118.1,1.758
178,1.4676,17.0,5.497076023391813,1.3654970760233918,798.0,2.333333333333333,39.08,-122.8,0.65
179,3.7188,27.0,5.048611111111111,0.9444444444444444,467.0,3.2430555555555562,34.28,-118.7,2.5
180,3.13,8.0,5.5390625,1.01953125,1163.0,2.271484375,39.69,-121.56,1.683
181,2.0333,12.0,5.180952380952381,1.2,1303.0,4.136507936507937,36.2,-119.34,0.544
182,4.3333,42.0,4.607565011820332,0.9976359338061466,1184.0,2.7990543735224587,33.91,-118.36,2.256
183,1.6007,21.0,3.6454918032786887,0.9549180327868853,1327.0,2.7192622950819683,32.59,-117.07,0.962
184,2.7011,10.0,5.134598792062122,1.147540983606557,3204.0,2.7644521138912856,34.13,-117.22,1.102
185,4.4167,40.0,4.973544973544974,0.9973544973544972,1229.0,3.251322751322752,33.9,-118.1,1.746
186,2.0096,22.0,4.027027027027027,1.045045045045045,754.0,3.3963963963963963,33.9,-118.26,1.107
187,1.8512,38.0,3.5783439490445863,1.0254777070063694,1243.0,1.58343949044586,38.57,-121.48,1.141
188,3.6641,32.0,5.614886731391586,1.0711974110032365,785.0,2.5404530744336564,38.53,-122.46,2.758
189,7.507999999999999,52.0,7.9943181818181825,1.036931818181818,878.0,2.4943181818181817,37.81,-122.23,3.487
190,3.8068,52.0,3.8260869565217392,1.0869565217391304,88.0,1.9130434782608696,37.88,-122.52,2.75
191,4.0905,18.0,5.4012137559002005,1.0377612946729602,3982.0,2.685097774780849,34.27,-119.17,2.365
192,2.9013,19.0,6.090909090909091,1.1076555023923444,1257.0,3.007177033492823,36.65,-119.74,0.895
193,4.3393,20.0,5.232388663967611,1.0477732793522267,3288.0,2.662348178137652,37.56,-121.99,2.312
194,5.6345,18.0,5.6246105919003115,0.956386292834891,2381.0,3.708722741433022,37.33,-121.79,2.31
195,2.9451,7.0,5.389841269841268,1.0622222222222222,5807.0,3.686984126984127,37.62,-120.97,1.278
196,1.6505,50.0,3.8387650085763294,1.1543739279588336,2247.0,3.8542024013722127,34.01,-118.29,1.25
197,3.6771,31.0,4.705263157894737,1.068421052631579,883.0,4.647368421052631,33.93,-118.05,1.415
198,5.0602,52.0,5.543689320388348,1.087378640776699,494.0,2.3980582524271843,37.73,-122.43,2.989
199,4.625,25.0,5.952848722986247,1.0451866404715129,1668.0,3.2770137524557965,33.83,-118.03,2.296
200,3.0625,19.0,5.607142857142856,1.0785714285714283,366.0,2.6142857142857143,39.8,-120.15,0.825
201,2.7816,21.0,3.50453720508167,1.0762250453720508,2773.0,2.516333938294011,34.09,-118.13,1.882
202,3.2813,48.0,5.5,1.1336633663366336,421.0,2.084158415841584,34.17,-118.1,2.681
203,2.0154,23.0,5.606185567010309,1.1092783505154642,930.0,1.9175257731958764,33.75,-116.89,0.8170000000000001
204,1.6452,35.0,3.7738589211618256,1.0352697095435686,1666.0,3.4564315352697097,34.03,-118.36,1.259
205,4.0391,15.0,6.297709923664121,0.9923664122137404,334.0,2.549618320610687,32.72,-116.99,1.695
206,3.375,35.0,4.967479674796748,1.0308943089430895,3738.0,6.078048780487803,34.01,-117.92,1.272
207,3.7917,15.0,6.4022556390977465,1.0263157894736843,847.0,3.1842105263157894,34.39,-117.31,1.234
208,5.3368,28.0,7.241558441558442,0.9610389610389608,1140.0,2.9610389610389616,34.11,-117.65,2.335
209,3.4202,34.0,4.885714285714286,1.0612244897959184,942.0,3.8448979591836734,34.08,-118.06,1.891
210,3.6,48.0,4.988919667590028,0.9778393351800554,1071.0,2.966759002770083,36.92,-121.75,1.945
211,1.9107,15.0,5.9519230769230775,1.5384615384615383,287.0,2.7596153846153846,40.79,-123.48,0.792
212,4.375,36.0,4.896373056994818,1.0362694300518134,1232.0,3.1917098445595853,33.92,-118.15,1.842
213,1.6607,6.0,4.664251207729468,1.0193236714975846,1344.0,3.246376811594203,36.62,-119.65,0.58
214,5.0659,35.0,5.106157112526541,0.978768577494692,1583.0,3.360934182590233,37.68,-122.49,2.38
215,2.5,52.0,4.8047619047619055,1.1,929.0,4.423809523809523,37.33,-121.9,1.625
216,3.6719,46.0,4.296774193548386,1.0612903225806452,746.0,2.4064516129032256,34.43,-119.72,3.574
217,6.2924,27.0,6.246520874751493,1.0119284294234592,1520.0,3.021868787276342,33.93,-117.98,2.325
218,4.7821,14.0,4.666666666666667,1.0882658359293873,2222.0,2.307372793354102,33.72,-118.04,1.694
219,2.5125,5.0,4.817472698907956,1.109204368174727,1415.0,2.207488299531981,33.98,-117.89,1.845
220,4.0391,52.0,4.518867924528302,1.0188679245283019,889.0,2.096698113207548,37.74,-122.42,2.799
221,7.1262,27.0,7.012727272727273,1.029090909090909,3199.0,2.908181818181818,34.22,-118.31,4.462
222,3.1475,28.0,4.393728222996517,1.0731707317073171,991.0,1.7264808362369335,34.06,-118.38,3.625
223,8.7716,12.0,9.286821705426355,1.124031007751938,863.0,3.3449612403100777,36.84,-119.84,2.292
224,4.0536,37.0,4.741847826086956,0.9918478260869564,1022.0,2.777173913043478,33.96,-118.03,1.714
225,1.837,27.0,4.152487961476726,1.1701444622792938,1500.0,2.407704654895666,37.96,-122.04,1.75
226,2.1702,27.0,5.0081967213114735,1.1098360655737705,1407.0,2.3065573770491805,35.12,-120.59,1.797
227,4.0469,27.0,6.542735042735043,1.1367521367521367,822.0,3.5128205128205128,39.13,-123.21,1.274
228,3.5909,46.0,5.913725490196079,1.0235294117647058,674.0,2.6431372549019607,34.17,-118.16,1.554
229,3.2574,30.0,4.186335403726709,1.0341614906832295,885.0,2.748447204968944,33.88,-118.3,1.953
230,3.3995,30.0,3.84257602862254,1.0679785330948122,1341.0,2.3989266547406083,34.0,-118.43,3.24
231,2.4012,5.0,5.766633565044688,1.1737835153922542,2602.0,2.5839126117179743,34.71,-118.09,1.594
232,2.5625,52.0,6.268817204301075,1.2258064516129032,310.0,3.333333333333333,37.96,-121.27,0.542
233,3.3966,20.0,5.375,1.0416666666666667,1785.0,3.914473684210527,33.98,-117.48,1.15
234,1.4668,40.0,5.010752688172043,1.114695340501792,788.0,2.8243727598566317,40.79,-124.18,0.6459999999999999
235,3.0673,38.0,4.881019830028329,1.1161473087818696,711.0,2.0141643059490084,37.73,-122.14,2.184
236,5.0562,52.0,5.539759036144578,1.0626506024096385,1252.0,3.0168674698795184,37.77,-122.5,3.367
237,4.0313,31.0,5.108387096774194,1.104516129032258,1919.0,2.4761290322580645,33.42,-117.61,2.82
238,3.6736,16.0,4.400352733686066,0.9717813051146384,2314.0,4.081128747795415,34.3,-118.47,1.922
239,5.3316,37.0,4.548929663608564,1.0779816513761469,1291.0,1.974006116207951,34.06,-118.39,5.00001
240,3.2986,25.0,5.5608108108108105,1.027027027027027,2266.0,3.827702702702703,32.71,-117.05,1.192
241,3.7857,19.0,20.2,4.05,187.0,2.3375,36.79,-118.91,0.7859999999999999
242,3.8273,16.0,4.029850746268656,1.0535557506584723,2195.0,1.927129060579456,34.16,-118.46,3.349
243,2.8654,44.0,4.520179372197308,1.0,544.0,2.4394618834080717,34.04,-118.32,1.768
244,2.1829,15.0,5.122641509433962,1.0735849056603777,1532.0,2.8905660377358484,41.74,-124.16,0.695
245,3.2353,16.0,4.4028213166144194,1.109717868338558,1260.0,1.974921630094044,33.66,-118.0,2.529
246,7.419,41.0,6.725165562913908,0.9735099337748344,859.0,2.8443708609271523,34.2,-118.19,4.837
247,2.3015,36.0,5.284629981024668,1.0948766603415558,1275.0,2.419354838709677,32.76,-117.06,1.568
248,2.2574,37.0,4.702576112412178,1.0913348946135832,1261.0,2.9531615925058547,38.52,-121.5,0.591
249,2.6902,15.0,5.087064676616915,1.1467661691542288,1121.0,2.788557213930348,40.43,-120.57,0.715
250,4.7188,52.0,7.0685358255451725,1.0062305295950156,805.0,2.5077881619937696,37.76,-122.23,3.353
251,5.0395,36.0,4.309352517985611,0.8992805755395683,361.0,2.5971223021582728,33.89,-118.13,2.258
252,3.1887,16.0,3.79831045406547,1.0432946145723336,3687.0,1.946673706441394,34.18,-118.53,1.893
253,4.0174,28.0,5.0280561122244505,1.0681362725450902,2846.0,2.851703406813628,37.28,-121.96,2.739
254,3.7794,17.0,6.021660649819496,1.108303249097473,888.0,3.2057761732851984,35.87,-118.96,0.962
255,5.6197,3.0,7.465875370919881,1.2729970326409497,781.0,2.3175074183976263,33.49,-117.64,2.716
256,1.9485,48.0,4.705639614855572,1.0096286107290229,1441.0,1.9821182943603848,38.54,-121.45,0.866
257,2.315,52.0,5.135135135135135,1.2378378378378379,429.0,2.3189189189189188,33.87,-117.93,1.821
